Issue key,previous_story_point,estimated_test_score,Number of developers,Number of comments
JBDS-3813,8.0,4.429015153005563,1,2
JBDS-3801,1.0,3.85,1,7
JBDS-3788,1.0,1.65,1,1
JBDS-3783,3.0,2.75,1,1
JBDS-3747,3.0,3.6234237046421,1,4
JBDS-3731,1.0,3.6234237046421,1,3
JBDS-3727,2.0,2.611036036036036,1,2
JBDS-3721,5.0,3.2783333333333333,1,0
JBDS-3716,8.0,3.09,1,1
JBDS-3696,1.0,1.95,1,1
JBDS-3694,5.0,3.6234237046421,1,3
JBDS-3653,5.0,4.6,1,18
JBDS-3624,5.0,3.559765036761449,1,5
JBDS-3622,5.0,3.5669047619047616,1,10
JBDS-3618,5.0,3.388468282727311,1,5
JBDS-3615,21.0,3.6234237046421,1,11
JBDS-3428,8.0,4.429015153005563,1,1
JBDS-3411,5.0,3.45,1,33
JBDS-3410,1.0,5.5,1,7
JBDS-3070,3.0,3.25,1,2
JBDS-3025,2.0,2.527522992263267,1,5
JBDS-3023,1.0,2.083333333333333,1,0
JBDS-3014,2.0,2.372887323943662,1,12
JBDS-3012,3.0,3.2,1,1
JBDS-2990,1.0,1.711666666666667,1,9
JBDS-2635,34.0,23.75,1,13
JBCS-599,2.0,4.3,1,3
JBCS-589,8.0,3.6234237046421,1,3
JBCS-163,3.0,4.2,1,14
FUSEDOC-1861,1.0,3.9,1,3
FH-4808,2.0,1.95,1,0
FH-4800,5.0,4.1,1,0
FH-4228,1.0,2.9657142857142857,1,1
FH-4227,0.5,3.6234237046421,1,1
FH-3975,1.0,5.9419047619047625,1,1
FH-3784,1.0,4.827770354439116,0,1
FH-3780,0.5,3.6234237046421,1,1
FH-3773,1.0,4.827770354439116,0,2
FH-3537,5.0,1.2,1,2
FH-3437,8.0,4.9,0,2
FH-3422,0.5,1.075,1,4
FH-3254,1.0,2.903329888017388,1,0
FH-3112,1.0,1.1109149247546484,1,0
FH-3063,2.0,3.193589743589744,1,0
FH-2990,2.0,3.6,1,9
FH-2968,3.0,1.275,0,1
FH-2917,2.0,2.1416666666666666,1,2
FH-2916,2.0,3.6234237046421,1,2
FH-2890,5.0,4.215070006312045,1,4
FH-2745,3.0,4.0,1,1
FH-2703,5.0,3.5,1,2
FH-2594,5.0,3.6234237046421,0,4
FH-2534,2.0,4.85,0,1
FH-2521,1.0,4.429015153005563,1,1
FH-2503,2.0,2.7,1,3
FH-2500,3.0,3.4,0,3
ENTMQST-1717,1.0,3.6234237046421,0,0
ENTMQST-1620,1.0,3.6234237046421,0,2
ENTMQST-1619,1.0,1.7375,0,2
ENTMQST-1618,1.0,2.3,0,2
ENTMQST-1590,0.0,6.6375,0,2
ENTMQST-1351,1.0,1.65,0,1
ENTMQST-1322,0.0,1.1109149247546484,1,1
ENTMQST-1316,0.0,1.1109149247546484,1,1
ENTMQST-1297,0.0,0.9333333333333332,1,2
ENTMQST-1294,0.0,1.1109149247546484,1,1
ENTMQST-1292,0.0,1.1109149247546484,1,1
ENTMQST-1194,0.0,1.5,0,3
ENTMQST-1188,0.0,1.1109149247546484,1,1
ENTMQST-1185,1.0,1.95,1,1
ENTMQST-1149,0.0,4.98025641025641,1,2
ENTMQST-1125,0.0,1.325,1,2
ENTMQST-1124,0.0,1.65,1,1
ENTMQST-1112,0.0,1.85,1,11
ENTMQST-1099,0.0,1.1109149247546484,0,0
ENTMQST-1068,0.0,1.3375,0,1
ENTMQST-1056,1.0,1.1109149247546484,0,1
ENTMQST-1055,1.0,1.1109149247546484,0,0
ENTMQST-1053,1.0,1.2,1,0
ENTMQST-1049,1.0,1.4083333333333332,1,2
ENTMQST-1038,1.0,0.7083333333333334,0,1
ENTMQST-1035,2.0,1.1109149247546484,0,0
ENTMQST-1031,1.0,1.1109149247546484,0,1
ENTMQST-1021,1.0,0.8499999999999999,0,0
ENTMQST-1020,1.0,0.828385388159095,0,2
ENTMQST-959,0.0,0.99,0,1
ENTMQST-958,1.0,0.99,0,2
ENTMQST-955,1.0,1.8,1,0
ENTMQST-933,0.0,1.95,0,0
ENTMQST-911,0.0,0.8333333333333333,1,1
ENTMQST-779,0.0,1.1109149247546484,1,2
ENTMQST-733,1.0,4.054892884892885,1,6
ENTMQST-728,1.0,3.6234237046421,1,0
ENTMQST-639,3.0,3.1283333333333334,1,5
ENTMQST-585,3.0,4.429015153005563,1,1
ENTMQST-584,3.0,4.429015153005563,0,1
ENTMQST-563,1.0,1.1109149247546484,0,1
ENTMQST-526,0.0,1.1109149247546484,1,1
ENTMQST-516,0.0,1.1109149247546484,1,1
ENTMQST-376,0.0,0.7,0,4
ENTMQST-258,0.0,1.1109149247546484,0,4
ENTMQST-250,1.0,1.1109149247546484,1,5
ENTMQST-238,1.0,1.1109149247546484,1,1
ENTMQST-235,0.0,1.1109149247546484,1,2
ENTMQST-221,3.0,1.1109149247546484,1,6
ENTMQST-220,1.0,1.1109149247546484,1,2
ENTMQST-217,0.0,1.1109149247546484,0,2
ENTMQST-216,0.0,1.1109149247546484,1,2
ENTMQST-215,1.0,3.15,1,0
ENTMQST-212,0.0,1.1109149247546484,0,3
ENTMQST-200,2.0,1.1109149247546484,1,1
ENTMQST-199,1.0,1.1109149247546484,1,0
ENTMQST-198,0.5,1.47875,0,0
ENTMQST-189,0.0,1.1109149247546484,1,0
ENTMQST-187,1.0,1.1109149247546484,1,1
ENTMQST-186,1.0,1.47875,1,2
ENTMQST-131,2.0,1.1109149247546484,1,0
ENTMQST-126,1.0,1.1109149247546484,1,0
ENTMQST-119,1.0,1.1109149247546484,1,0
ENTMQMAAS-148,1.0,1.1109149247546484,1,0
DROOLS-5707,3.0,3.6234237046421,1,0
DROOLS-5684,3.0,1.9586291913214988,1,1
DROOLS-5653,3.0,3.6234237046421,1,1
DROOLS-5637,1.0,3.6234237046421,1,1
DROOLS-5538,3.0,3.25,1,1
DROOLS-5518,3.0,2.15,1,1
DROOLS-5418,5.0,3.776923076923077,1,0
DROOLS-5322,3.0,1.711666666666667,1,1
DROOLS-5277,5.0,3.6234237046421,1,1
DROOLS-5056,5.0,3.9748673036093423,1,4
DROOLS-5006,3.0,2.9657142857142857,1,1
DROOLS-5005,2.0,2.9657142857142857,1,0
DROOLS-5002,3.0,3.6234237046421,1,1
DROOLS-4997,1.0,3.6234237046421,1,0
DROOLS-4984,3.0,5.150961538461539,1,4
DROOLS-4929,3.0,4.429015153005563,1,1
DROOLS-4912,2.0,3.6234237046421,1,0
DROOLS-4869,2.0,3.6234237046421,1,0
DROOLS-4868,5.0,1.9,1,0
DROOLS-4847,5.0,3.6234237046421,1,0
DROOLS-4846,2.0,3.6234237046421,1,0
DROOLS-4836,3.0,3.6234237046421,1,0
DROOLS-4833,3.0,3.996135273546391,1,0
DROOLS-4832,3.0,4.429015153005563,1,0
DROOLS-4819,1.0,3.6234237046421,1,0
DROOLS-4803,3.0,3.6234237046421,1,0
DROOLS-4762,3.0,3.6234237046421,1,0
DROOLS-4760,2.0,2.9657142857142857,1,0
DROOLS-4759,2.0,2.205555555555556,1,0
DROOLS-4758,2.0,3.4834136397331354,1,0
DROOLS-4757,2.0,2.9657142857142857,1,0
DROOLS-4752,2.0,3.4925,1,2
DROOLS-4735,8.0,4.1708333333333325,1,4
DROOLS-4715,2.0,3.6234237046421,1,0
DROOLS-4714,3.0,3.6234237046421,1,1
DROOLS-4711,1.0,3.6234237046421,1,1
DROOLS-4479,5.0,3.6234237046421,1,0
DROOLS-4478,3.0,4.215070006312045,1,0
DROOLS-4477,5.0,4.365070006312045,1,0
DROOLS-4456,3.0,3.6234237046421,1,0
DROOLS-4450,1.0,3.6234237046421,1,0
DROOLS-4409,3.0,4.1708333333333325,1,0
DROOLS-4396,3.0,3.6234237046421,1,0
DROOLS-4391,2.0,3.996135273546391,1,0
DROOLS-4344,3.0,3.6234237046421,1,1
DROOLS-4338,3.0,3.22,1,1
DROOLS-4328,5.0,1.1109149247546484,1,0
DROOLS-4314,1.0,4.827770354439116,1,0
DROOLS-4310,1.0,5.45,1,2
DROOLS-4309,3.0,3.6234237046421,1,1
DROOLS-4193,2.0,3.6234237046421,1,1
DROOLS-4178,2.0,4.827770354439116,1,0
DROOLS-4165,3.0,4.827770354439116,1,0
DROOLS-4157,3.0,4.429015153005563,1,1
DROOLS-4155,3.0,2.7,1,2
DROOLS-4100,2.0,2.1100000000000003,1,0
DROOLS-4093,2.0,3.6234237046421,1,3
DROOLS-4001,8.0,1.1109149247546484,1,0
DROOLS-3997,5.0,3.6234237046421,1,20
DROOLS-3976,3.0,3.2766666666666664,1,0
DROOLS-3964,2.0,3.6234237046421,1,0
DROOLS-3934,5.0,3.6234237046421,1,0
DROOLS-3913,5.0,3.7065217391304346,1,0
DROOLS-3895,3.0,3.6234237046421,1,1
DROOLS-3809,5.0,3.6234237046421,1,1
DROOLS-3760,1.0,3.6234237046421,1,0
DROOLS-3735,3.0,3.4,1,0
DROOLS-3683,2.0,3.6234237046421,1,1
DROOLS-3655,1.0,2.7777777777777777,1,0
DROOLS-3643,3.0,3.6234237046421,1,0
DROOLS-3633,1.0,3.6234237046421,1,0
DROOLS-3618,2.0,3.6234237046421,1,2
DROOLS-3617,3.0,3.6234237046421,1,0
DROOLS-3591,3.0,3.6234237046421,1,0
DROOLS-3590,2.0,3.6234237046421,1,0
DROOLS-3589,2.0,3.6234237046421,1,0
DROOLS-3468,2.0,4.447682119205298,1,2
DROOLS-3438,5.0,3.6234237046421,1,1
DROOLS-3437,1.0,3.6234237046421,1,1
DROOLS-3436,3.0,4.429015153005563,1,1
DROOLS-3381,3.0,3.1517099567099565,1,0
DROOLS-3334,3.0,3.6234237046421,1,2
DROOLS-3279,3.0,3.6234237046421,1,1
DROOLS-3250,3.0,3.388468282727311,1,1
DROOLS-3249,3.0,2.8,1,7
DROOLS-3248,2.0,3.15,1,5
DROOLS-3227,5.0,7.95,1,1
DROOLS-3226,3.0,2.7375000000000003,1,0
DROOLS-3225,3.0,3.0,1,6
DROOLS-3217,5.0,4.508333333333334,1,1
DROOLS-3199,3.0,2.5825,1,1
DROOLS-3185,3.0,4.827770354439116,1,10
DROOLS-3174,3.0,3.6234237046421,1,1
DROOLS-3171,3.0,2.7777777777777777,1,1
DROOLS-3155,2.0,3.6234237046421,1,0
DROOLS-3154,5.0,4.429015153005563,1,35
DROOLS-3149,2.0,4.827770354439116,1,2
DROOLS-3131,2.0,3.6234237046421,1,0
DROOLS-3122,3.0,3.6234237046421,1,0
DROOLS-3118,1.0,3.6234237046421,1,2
DROOLS-3117,3.0,3.6234237046421,1,3
DROOLS-3111,3.0,2.5875,1,1
DROOLS-3110,3.0,3.45,1,3
DROOLS-3071,3.0,4.827770354439116,1,0
DROOLS-3069,2.0,2.15,1,0
DROOLS-3049,3.0,3.6234237046421,1,7
DROOLS-3039,3.0,4.827770354439116,1,1
DROOLS-3038,3.0,3.05,1,14
DROOLS-2956,2.0,3.875,1,2
DROOLS-2950,1.0,3.6234237046421,1,6
DROOLS-2948,5.0,4.827770354439116,1,1
DROOLS-2946,2.0,2.15,1,0
DROOLS-2945,1.0,1.15,1,0
DROOLS-2941,5.0,1.8375,1,6
DROOLS-2921,8.0,4.827770354439116,1,3
DROOLS-2842,2.0,3.1283333333333334,1,1
DROOLS-2827,3.0,2.95,1,6
DROOLS-2765,3.0,4.827770354439116,1,5
DROOLS-2755,5.0,3.4094298245614034,1,2
DROOLS-2748,2.0,2.65,1,0
DROOLS-2745,5.0,3.6234237046421,1,0
DROOLS-2522,3.0,4.827770354439116,1,20
DROOLS-2262,8.0,4.827770354439116,1,4
DEVELOPER-5923,3.0,2.4833527583527584,1,0
DEVELOPER-5915,2.0,4.429015153005563,1,4
DEVELOPER-5914,5.0,2.4040578865578865,0,1
DEVELOPER-5912,3.0,4.923600971100971,1,2
DEVELOPER-5891,2.0,3.53,1,4
DEVELOPER-5890,3.0,2.7632861635220127,0,0
DEVELOPER-5848,1.0,3.6234237046421,1,1
DEVELOPER-5847,1.0,1.65,1,2
DEVELOPER-5841,1.0,2.4833527583527584,1,3
DEVELOPER-5839,2.0,3.3123015873015875,1,4
DEVELOPER-5836,0.0,4.923600971100971,1,1
DEVELOPER-5835,3.0,2.7777777777777777,1,1
DEVELOPER-5833,1.0,2.4833527583527584,1,1
DEVELOPER-5816,2.0,3.6234237046421,1,2
DEVELOPER-5811,1.0,4.429015153005563,1,2
DEVELOPER-5792,2.0,4.923600971100971,1,0
DEVELOPER-5784,1.0,4.05,1,0
DEVELOPER-5783,13.0,6.85,0,4
DEVELOPER-5782,3.0,4.429015153005563,1,2
DEVELOPER-5780,1.0,2.5,1,2
DEVELOPER-5779,2.0,3.6234237046421,1,7
DEVELOPER-5778,3.0,2.5,1,2
DEVELOPER-5777,1.0,2.4833527583527584,1,1
DEVELOPER-5776,2.0,7.75,1,0
DEVELOPER-5775,1.0,1.997467420780114,1,1
DEVELOPER-5768,1.0,3.6234237046421,1,3
DEVELOPER-5766,2.0,2.810714285714286,1,4
DEVELOPER-5763,3.0,3.6234237046421,1,7
DEVELOPER-5747,1.0,2.4833527583527584,1,1
DEVELOPER-5744,3.0,4.827770354439116,1,2
DEVELOPER-5743,1.0,1.7,1,2
DEVELOPER-5741,3.0,1.9502380952380949,1,7
DEVELOPER-5739,1.0,1.997467420780114,1,4
DEVELOPER-5731,1.0,2.4833527583527584,1,0
DEVELOPER-5724,3.0,3.75,1,1
DEVELOPER-5721,1.0,3.5308281864652,1,0
DEVELOPER-5718,2.0,3.6234237046421,1,3
DEVELOPER-5700,1.0,1.8,1,2
DEVELOPER-5696,1.0,3.5308281864652,1,2
DEVELOPER-5693,1.0,3.6234237046421,1,1
DEVELOPER-5692,1.0,3.6234237046421,1,7
DEVELOPER-5691,1.0,4.923600971100971,1,2
DEVELOPER-5673,3.0,3.517669172932331,1,0
DEVELOPER-5671,1.0,3.6234237046421,1,4
DEVELOPER-5670,1.0,3.6234237046421,1,2
DEVELOPER-5658,5.0,4.7,1,1
DEVELOPER-5656,1.0,2.05,1,1
DEVELOPER-5652,1.0,1.75,1,1
DEVELOPER-5649,1.0,2.1,1,1
DEVELOPER-5647,1.0,2.45,1,3
DEVELOPER-5646,3.0,2.25,1,2
DEVELOPER-5633,3.0,2.6666666666666665,1,2
DEVELOPER-5632,3.0,2.95,1,4
DEVELOPER-5629,1.0,2.3512998621521497,1,2
DEVELOPER-5628,1.0,7.85,1,1
DEVELOPER-5626,3.0,2.3,1,3
DEVELOPER-5622,2.0,3.5308281864652,1,1
DEVELOPER-5620,2.0,3.5308281864652,1,1
DEVELOPER-5614,1.0,1.6,1,2
DEVELOPER-5608,3.0,3.1517099567099565,1,0
DEVELOPER-5607,3.0,3.6234237046421,1,3
DEVELOPER-5606,1.0,4.827770354439116,1,0
DEVELOPER-5603,3.0,2.7133333333333334,1,0
DEVELOPER-5599,3.0,3.6234237046421,1,11
DEVELOPER-5590,2.0,1.997467420780114,1,2
DEVELOPER-5589,2.0,2.46550038197097,1,10
DEVELOPER-5588,2.0,2.9571428571428573,1,2
DEVELOPER-5579,2.0,2.901666666666667,1,0
DEVELOPER-5578,1.0,4.429015153005563,1,0
DEVELOPER-5574,3.0,2.2895238095238097,1,2
DEVELOPER-5565,2.0,2.325,1,1
DEVELOPER-5564,2.0,2.35,1,1
DEVELOPER-5563,2.0,3.022887323943662,1,2
DEVELOPER-5553,1.0,4.923600971100971,1,0
DEVELOPER-5541,2.0,2.9834136397331354,1,17
DEVELOPER-5539,2.0,3.175,1,0
DEVELOPER-5537,2.0,1.95,1,5
DEVELOPER-5536,1.0,2.15,1,3
DEVELOPER-5527,1.0,3.1517099567099565,1,0
DEVELOPER-5523,2.0,2.7632861635220127,1,4
DEVELOPER-5519,1.0,2.15,1,0
DEVELOPER-5509,5.0,3.925,1,9
DEVELOPER-5508,1.0,1.0807622354497357,1,4
DEVELOPER-5498,1.0,2.0,1,4
DEVELOPER-5494,3.0,4.470702226927441,1,0
DEVELOPER-5493,1.0,1.997467420780114,1,3
DEVELOPER-5490,2.0,2.0,1,2
DEVELOPER-5478,2.0,1.875,1,0
DEVELOPER-5477,1.0,2.4833527583527584,1,3
DEVELOPER-5476,2.0,1.997467420780114,1,0
DEVELOPER-5474,1.0,1.997467420780114,1,0
DEVELOPER-5473,1.0,3.6234237046421,1,3
DEVELOPER-5468,1.0,1.15,1,0
DEVELOPER-5442,1.0,2.4833527583527584,1,1
DEVELOPER-5440,2.0,3.35,1,0
DEVELOPER-5439,2.0,2.15,1,3
DEVELOPER-5438,2.0,2.9452380952380954,1,4
DEVELOPER-5437,3.0,2.9107142857142856,1,0
DEVELOPER-5436,1.0,1.997467420780114,1,2
DEVELOPER-5424,2.0,1.997467420780114,1,7
DEVELOPER-5422,3.0,2.76,1,35
DEVELOPER-5421,1.0,3.2783333333333333,1,6
DEVELOPER-5414,3.0,5.61,1,0
DEVELOPER-5385,2.0,2.55,1,15
DEVELOPER-5376,1.0,1.896428571428572,1,2
DEVELOPER-5374,3.0,3.4,1,11
DEVELOPER-5373,1.0,3.6234237046421,1,18
DEVELOPER-5372,1.0,1.872887323943662,1,3
DEVELOPER-5369,1.0,2.15,1,0
DEVELOPER-5368,2.0,2.3,1,9
DEVELOPER-5367,3.0,3.6234237046421,1,5
DEVELOPER-5351,1.0,2.2895238095238097,1,5
DEVELOPER-5345,1.0,2.337222222222222,1,3
DEVELOPER-5337,1.0,1.95,1,0
DEVELOPER-5336,2.0,3.006547619047619,1,10
DEVELOPER-5333,1.0,2.689764705882353,1,7
DEVELOPER-5331,1.0,1.997467420780114,1,0
DEVELOPER-5328,1.0,3.6234237046421,1,3
DEVELOPER-5327,1.0,4.215070006312045,1,4
DEVELOPER-5326,1.0,1.997467420780114,1,7
DEVELOPER-5325,1.0,1.872887323943662,1,3
DEVELOPER-5324,1.0,1.997467420780114,1,3
DEVELOPER-5322,1.0,1.896428571428572,1,2
DEVELOPER-5319,1.0,1.9502380952380949,1,3
DEVELOPER-5317,2.0,2.25,1,0
DEVELOPER-5316,1.0,3.9,1,3
DEVELOPER-5311,1.0,2.4833527583527584,1,0
DEVELOPER-5310,2.0,1.997467420780114,1,1
DEVELOPER-5307,1.0,2.5303205128205124,1,6
DEVELOPER-5306,5.0,3.75,1,12
DEVELOPER-5305,2.0,1.925,1,13
DEVELOPER-5294,3.0,1.9502380952380949,1,17
DEVELOPER-5284,2.0,2.517669172932331,1,5
DEVELOPER-5282,2.0,1.95,1,5
DEVELOPER-5280,2.0,1.85,1,5
DEVELOPER-5273,2.0,2.265119047619048,1,12
DEVELOPER-5253,1.0,1.997467420780114,1,6
DEVELOPER-5247,3.0,2.95,1,10
DEVELOPER-5245,2.0,4.416666666666666,1,0
DEVELOPER-5244,1.0,1.9125,1,0
DEVELOPER-5217,1.0,1.55,1,3
DEVELOPER-5214,5.0,4.3,1,1
DEVELOPER-5212,1.0,2.8,1,23
DEVELOPER-5211,1.0,2.4833527583527584,1,3
DEVELOPER-5209,2.0,2.6,1,6
DEVELOPER-5193,1.0,1.6264285714285716,1,2
DEVELOPER-5191,1.0,1.35,1,3
DEVELOPER-5190,1.0,2.4636111111111108,1,1
DEVELOPER-5189,1.0,2.4833333333333334,1,0
DEVELOPER-5188,1.0,1.4,1,1
DEVELOPER-5187,1.0,1.9460714285714285,1,7
DEVELOPER-5186,1.0,2.265119047619048,1,0
DEVELOPER-5185,2.0,2.5677777777777777,1,0
DEVELOPER-5184,1.0,1.9803205128205128,1,0
DEVELOPER-5183,1.0,1.6,1,0
DEVELOPER-5182,1.0,2.2,1,2
DEVELOPER-5181,3.0,2.583333333333333,1,0
DEVELOPER-5177,1.0,1.3,1,7
DEVELOPER-5143,2.0,2.0016666666666665,1,0
DEVELOPER-5136,3.0,3.285257269904009,1,3
DEVELOPER-5130,1.0,1.997467420780114,1,0
DEVELOPER-5111,3.0,4.4,1,3
DEVELOPER-5103,2.0,2.35,1,15
DEVELOPER-5101,5.0,3.23125,1,1
DEVELOPER-5099,2.0,2.505,1,4
DEVELOPER-5095,2.0,1.9502380952380949,1,2
DEVELOPER-5089,2.0,3.075,1,4
DEVELOPER-5087,3.0,2.4833527583527584,1,11
DEVELOPER-5082,1.0,4.923600971100971,1,2
DEVELOPER-5079,5.0,4.2,1,8
DEVELOPER-5077,5.0,3.05,1,13
DEVELOPER-5076,3.0,3.0105263157894737,1,0
DEVELOPER-5074,3.0,3.5308281864652,1,3
DEVELOPER-5057,3.0,1.9502380952380949,1,0
DEVELOPER-5055,3.0,2.05,1,1
DEVELOPER-5054,3.0,5.2125,1,8
DEVELOPER-5049,3.0,3.083333333333333,1,0
DEVELOPER-5047,2.0,2.6461291913214997,1,8
DEVELOPER-5045,3.0,1.9502380952380949,1,0
DEVELOPER-5044,3.0,1.9502380952380949,1,1
DEVELOPER-5043,2.0,2.4833527583527584,1,0
DEVELOPER-5041,3.0,1.9502380952380949,1,0
DEVELOPER-5036,3.0,2.9482020202020203,1,5
DEVELOPER-5028,3.0,2.4833527583527584,1,4
DEVELOPER-5017,3.0,2.4833527583527584,1,6
DEVELOPER-4999,3.0,4.054892884892885,1,1
DEVELOPER-4994,3.0,1.997467420780114,1,0
DEVELOPER-4988,3.0,3.6234237046421,1,0
DEVELOPER-4978,3.0,2.7,1,1
DEVELOPER-4977,2.0,2.283333333333333,1,12
DEVELOPER-4976,3.0,2.6291666666666664,1,0
DEVELOPER-4975,2.0,2.6291666666666664,1,2
DEVELOPER-4973,3.0,3.616666666666667,1,0
DEVELOPER-4967,3.0,2.370724553224553,1,0
DEVELOPER-4917,5.0,2.8833333333333333,1,6
DEVELOPER-4891,2.0,2.3227272727272728,1,7
DEVELOPER-4839,3.0,2.95,1,11
DEVELOPER-4812,3.0,3.293333333333334,1,8
DEVELOPER-4795,8.0,5.25,0,6
DEVELOPER-4771,2.0,2.75,1,3
DEVELOPER-4770,2.0,1.9862820512820512,1,2
DEVELOPER-4726,2.0,3.6234237046421,1,16
DEVELOPER-4722,2.0,3.6234237046421,1,27
DEVELOPER-4704,3.0,3.507142857142857,1,3
DEVELOPER-4691,5.0,4.672887323943662,1,7
DEVELOPER-4665,3.0,1.9502380952380949,1,0
DEVELOPER-4614,5.0,4.0,1,9
DEVELOPER-4551,5.0,4.05,1,6
DEVELOPER-4505,2.0,3.6234237046421,1,1
DEVELOPER-4504,5.0,3.6234237046421,1,1
DEVELOPER-4477,5.0,4.23,1,3
DEVELOPER-4458,3.0,2.265119047619048,1,6
DEVELOPER-4446,3.0,3.05,1,1
DEVELOPER-4441,3.0,1.997467420780114,1,15
DEVELOPER-4422,1.0,2.166666666666667,1,6
DEVELOPER-4410,3.0,4.260526315789474,1,18
DEVELOPER-4385,2.0,2.5,1,2
DEVELOPER-4335,3.0,2.75,1,1
DEVELOPER-4334,3.0,3.516666666666667,1,1
DEVELOPER-4333,3.0,3.1142857142857143,1,1
DEVELOPER-4257,2.0,2.26,1,1
DEVELOPER-4255,2.0,3.6234237046421,1,4
DEVELOPER-4253,2.0,3.6234237046421,1,19
DEVELOPER-4245,5.0,3.937142857142857,1,0
DEVELOPER-4213,3.0,2.2895238095238097,1,1
DEVELOPER-4201,5.0,4.827770354439116,1,5
DEVELOPER-4198,3.0,3.6234237046421,1,0
DEVELOPER-4197,5.0,4.15,1,5
DEVELOPER-4196,5.0,5.150961538461539,1,1
DEVELOPER-4195,8.0,3.5308281864652,1,1
DEVELOPER-3992,3.0,3.65,0,2
DEVELOPER-3981,3.0,1.997467420780114,1,6
DEVELOPER-3980,5.0,4.2,1,14
DEVELOPER-3962,5.0,3.7,1,12
DEVELOPER-3689,5.0,3.275,1,0
DEVELOPER-3666,3.0,2.45,1,1
DEVELOPER-3454,2.0,3.08,1,1
DEVELOPER-3453,3.0,2.905,1,2
DEVELOPER-3445,8.0,7.440714285714286,1,5
DEVELOPER-3420,5.0,4.2873809523809525,1,4
DEVELOPER-3418,5.0,4.923600971100971,1,2
DEVELOPER-3414,5.0,3.761224489795919,1,1
DEVELOPER-3391,8.0,6.15,1,4
DEVELOPER-3390,8.0,5.9,1,4
DEVELOPER-3385,3.0,3.0875,1,6
DEVELOPER-3380,5.0,5.116666666666666,1,0
DEVELOPER-3371,2.0,2.598452380952381,1,4
DEVELOPER-3370,5.0,4.850786163522012,1,0
DEVELOPER-3366,3.0,4.25,1,1
DEVELOPER-3361,3.0,3.1,1,4
DEVELOPER-3360,5.0,3.7,1,1
DEVELOPER-3359,5.0,3.145833333333333,1,2
DEVELOPER-3357,5.0,4.923600971100971,1,10
DEVELOPER-3356,5.0,3.85,1,5
DEVELOPER-3353,5.0,3.65,1,3
DEVELOPER-3348,8.0,4.76,1,10
DEVELOPER-3340,5.0,4.6,0,6
DEVELOPER-3339,3.0,3.7,1,14
DEVELOPER-3333,2.0,2.55,1,1
DEVELOPER-3330,5.0,3.8,1,2
DEVELOPER-3326,5.0,2.9,1,7
DEVELOPER-3324,5.0,1.975,1,2
DEVELOPER-3323,8.0,2.76,1,3
DEVELOPER-3318,5.0,4.11,1,1
DEVELOPER-3317,5.0,4.999964607464607,1,4
DEVELOPER-3294,3.0,4.5,1,1
DEVELOPER-3293,3.0,3.3,1,2
DEVELOPER-3292,5.0,4.923600971100971,1,3
DEVELOPER-3291,5.0,4.923600971100971,1,3
DEVELOPER-3288,3.0,4.259996272786356,1,2
DEVELOPER-3286,3.0,2.5190424077751894,1,1
DEVELOPER-3285,2.0,3.140202702702702,1,1
DEVELOPER-3282,3.0,3.8,1,1
DEVELOPER-3277,8.0,3.887142857142857,1,0
DEVELOPER-3270,3.0,6.5,1,1
DEVELOPER-3254,3.0,2.9391064996157086,1,6
DEVELOPER-3249,5.0,3.5,1,2
DEVELOPER-3224,5.0,4.923600971100971,1,9
DEVELOPER-3223,3.0,3.91,1,2
DEVELOPER-3212,8.0,5.62312478062478,1,2
DEVELOPER-3202,5.0,3.7166666666666655,1,1
DEVELOPER-3175,2.0,3.5,1,1
DEVELOPER-3138,3.0,3.2783333333333333,1,2
DEVELOPER-3083,5.0,4.2875,1,1
DEVELOPER-3082,3.0,5.857380952380952,1,0
DEVELOPER-3081,2.0,3.708333333333333,1,1
DEVELOPER-3032,3.0,2.95,1,2
DEVELOPER-2982,5.0,4.43,1,1
DEVELOPER-2975,8.0,5.6,1,1
DEVELOPER-2950,3.0,3.561111111111112,1,4
DEVELOPER-2949,5.0,4.43,1,3
DEVELOPER-2948,5.0,3.05,1,1
DEVELOPER-2947,5.0,4.416666666666666,1,1
DEVELOPER-2833,8.0,4.617857142857143,1,0
DEVELOPER-2796,5.0,4.923600971100971,1,1
DEVELOPER-2788,5.0,4.5,1,6
DEVELOPER-2683,13.0,7.25,1,3
DEVELOPER-2448,3.0,3.15,1,1
DEVELOPER-2447,8.0,5.625,1,0
DEVELOPER-2438,3.0,1.997467420780114,1,4
DEVELOPER-2387,5.0,2.0,1,1
DEVELOPER-2367,5.0,4.05,1,1
DEVELOPER-2364,5.0,2.7517477019835512,1,2
DEVELOPER-2362,5.0,2.7632861635220127,1,1
DEVELOPER-2015,3.0,2.4833527583527584,1,14
DEVELOPER-1850,5.0,4.6,1,5
DEVELOPER-1829,8.0,6.5,1,8
DEVELOPER-1589,3.0,3.6234237046421,1,1
DEVELOPER-1547,3.0,2.6197115384615386,1,0
DEVELOPER-1515,5.0,3.6234237046421,1,1
DEVELOPER-1504,5.0,3.5,1,1
DEVELOPER-1484,8.0,7.55,1,3
DEVELOPER-1299,5.0,4.35,1,12
CLOUD-2848,8.0,6.4,1,0
CLOUD-2846,8.0,6.15,1,0
CHE-52,10.0,3.6234237046421,1,1
CHE-51,15.0,3.5308281864652,1,2
BXMSDOC-6631,2.0,3.8,1,2
BXMSDOC-6565,1.0,4.054892884892885,1,2
